"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","MAT_MEDIA_FINAL"
"744dc2618a48c4644cfc5eba957dff44",2005,1,1307151,"Leitura e Produção de Textos",8.5
"744dc2618a48c4644cfc5eba957dff44",2005,1,1109103,"Cálculo Diferencial e Integral I",7.5
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411192,"Sistemas Operacionais",8.4
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411191,"Interconexão de Redes de Computadores",9.8
"744dc2618a48c4644cfc5eba957dff44",2005,1,1305219,"Direito e Cidadania",10
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411185,"Projeto em Computação I",8.5
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411194,"Banco de Dados II",8.3
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411184,"Lab. de Intercon. de Redes de Computadores",9.8
"744dc2618a48c4644cfc5eba957dff44",2005,1,1109113,"Matemática Discreta",8.9
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411168,"Programação II",9.5
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411181,"Laboratório de Programação II",9.4
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411170,"Teoria dos Grafos",8.6
"744dc2618a48c4644cfc5eba957dff44",2005,1,1109035,"Álgebra Vetorial e Geometria Analítica",8.6
"744dc2618a48c4644cfc5eba957dff44",2005,1,1305218,"Métodologia Científica",9.7
"744dc2618a48c4644cfc5eba957dff44",2005,1,1114107,"Probabilidade e Estatistica",8
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411171,"Teoria da Computação",8.5
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411172,"Estrutura de Dados e Algoritmos",7.8
"744dc2618a48c4644cfc5eba957dff44",2005,1,1108089,"Fundamentos de Física Clássica",8.7
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411176,"Gerência da Informação",8
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",7.8
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411186,"Projeto em Computação II",9.2
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411188,"Métodos e Software Numéricos",9.1
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411196,"Inteligência Artificial I",8.3
"744dc2618a48c4644cfc5eba957dff44",2005,1,1411197,"Aval. de Desempenho de Sistemas Discretos",8.3
"65600f370d3bc298f786e5e4e340a500",2005,2,1411194,"Banco de Dados II",7.9
"65600f370d3bc298f786e5e4e340a500",2005,2,1411190,"Redes de Computadores",7.9
"65600f370d3bc298f786e5e4e340a500",2005,2,1411187,"Análise e Técnica de Algoritmos",7
"65600f370d3bc298f786e5e4e340a500",2005,2,1411189,"Compiladores",8.3
"65600f370d3bc298f786e5e4e340a500",2005,2,1114114,"Métodos Estatisticos",7
"65600f370d3bc298f786e5e4e340a500",2005,2,1411195,"Sistemas de Informação II",8.1
"65600f370d3bc298f786e5e4e340a500",2005,2,1411193,"Banco de Dados I",8.4
"65600f370d3bc298f786e5e4e340a500",2005,2,1411183,"Laboratório de Engenharia de Software",7.2
"65600f370d3bc298f786e5e4e340a500",2005,2,1411175,"Org. e Arquitetura de Computadores I",7.6
"65600f370d3bc298f786e5e4e340a500",2005,2,1411182,"Lab. de Org. e Arquitetura de Computadores",9.3
"65600f370d3bc298f786e5e4e340a500",2005,2,1411178,"Sistemas de Informação I",7
"65600f370d3bc298f786e5e4e340a500",2005,2,1114114,"Métodos Estatisticos",NA
"65600f370d3bc298f786e5e4e340a500",2005,2,1411169,"Paradigmas de Ling. de Programação",10
"65600f370d3bc298f786e5e4e340a500",2005,2,1411177,"Engenharia de Software I",8.2
"65600f370d3bc298f786e5e4e340a500",2005,2,1108090,"Fundamentos de Física Moderna",8.6
"65600f370d3bc298f786e5e4e340a500",2005,2,1305220,"Informática e Sociedade",8.5
"65600f370d3bc298f786e5e4e340a500",2005,2,1411173,"Lógica Matemática",8.2
"65600f370d3bc298f786e5e4e340a500",2005,2,1411184,"Lab. de Intercon. de Redes de Computadores",7.2
"65600f370d3bc298f786e5e4e340a500",2005,2,1305219,"Direito e Cidadania",9.5
"65600f370d3bc298f786e5e4e340a500",2005,2,1411196,"Inteligência Artificial I",8.5
"65600f370d3bc298f786e5e4e340a500",2005,2,1411192,"Sistemas Operacionais",7.7
"65600f370d3bc298f786e5e4e340a500",2005,2,1411191,"Interconexão de Redes de Computadores",7.2
"65600f370d3bc298f786e5e4e340a500",2005,2,1411174,"Introdução à Computação",7.1
"65600f370d3bc298f786e5e4e340a500",2005,2,1411167,"Programação I",8.9
"65600f370d3bc298f786e5e4e340a500",2005,2,1411180,"Laboratório de Programação I",9
"65600f370d3bc298f786e5e4e340a500",2005,2,1307151,"Leitura e Produção de Textos",8.3
"65600f370d3bc298f786e5e4e340a500",2005,2,1109103,"Cálculo Diferencial e Integral I",8.3
"65600f370d3bc298f786e5e4e340a500",2005,2,1109035,"Álgebra Vetorial e Geometria Analítica",8.8
"65600f370d3bc298f786e5e4e340a500",2005,2,1109113,"Matemática Discreta",7
"65600f370d3bc298f786e5e4e340a500",2005,2,1411168,"Programação II",9.6
"65600f370d3bc298f786e5e4e340a500",2005,2,1411170,"Teoria dos Grafos",7.1
"65600f370d3bc298f786e5e4e340a500",2005,2,1108089,"Fundamentos de Física Clássica",4.6
"65600f370d3bc298f786e5e4e340a500",2005,2,1411181,"Laboratório de Programação II",9.2
"65600f370d3bc298f786e5e4e340a500",2005,2,1305218,"Métodologia Científica",8
"65600f370d3bc298f786e5e4e340a500",2005,2,1114107,"Probabilidade e Estatistica",5.6
"65600f370d3bc298f786e5e4e340a500",2005,2,1411171,"Teoria da Computação",7.8
"65600f370d3bc298f786e5e4e340a500",2005,2,1411172,"Estrutura de Dados e Algoritmos",7.7
"65600f370d3bc298f786e5e4e340a500",2005,2,1108089,"Fundamentos de Física Clássica",6.6
"65600f370d3bc298f786e5e4e340a500",2005,2,1411176,"Gerência da Informação",6.2
"65600f370d3bc298f786e5e4e340a500",2005,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",7.1
"65600f370d3bc298f786e5e4e340a500",2005,2,1411185,"Projeto em Computação I",9.3
"65600f370d3bc298f786e5e4e340a500",2005,2,1411188,"Métodos e Software Numéricos",9.17
"65600f370d3bc298f786e5e4e340a500",2005,2,1411197,"Aval. de Desempenho de Sistemas Discretos",7.1
"65600f370d3bc298f786e5e4e340a500",2005,2,1411186,"Projeto em Computação II",9.3
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411182,"Lab. de Org. e Arquitetura de Computadores",8.5
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411193,"Banco de Dados I",3.9
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411171,"Teoria da Computação",7.4
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411183,"Laboratório de Engenharia de Software",8.4
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411175,"Org. e Arquitetura de Computadores I",7
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411172,"Estrutura de Dados e Algoritmos",5.2
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411171,"Teoria da Computação",4.5
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1114114,"Métodos Estatisticos",7.1
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",5
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411195,"Sistemas de Informação II",7
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411177,"Engenharia de Software I",7
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411171,"Teoria da Computação",3.3
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411172,"Estrutura de Dados e Algoritmos",2.8
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",3.7
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1114107,"Probabilidade e Estatistica",5.1
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1108090,"Fundamentos de Física Moderna",6.9
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411178,"Sistemas de Informação I",5.2
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1307151,"Leitura e Produção de Textos",9.5
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411174,"Introdução à Computação",6
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411167,"Programação I",4.1
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1109035,"Álgebra Vetorial e Geometria Analítica",7
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1109103,"Cálculo Diferencial e Integral I",7.8
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411180,"Laboratório de Programação I",7
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411169,"Paradigmas de Ling. de Programação",7.6
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411173,"Lógica Matemática",8.2
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411185,"Projeto em Computação I",8.1
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411190,"Redes de Computadores",7.5
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411193,"Banco de Dados I",7.6
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1108089,"Fundamentos de Física Clássica",7.1
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1109113,"Matemática Discreta",7.2
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411167,"Programação I",5.3
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1305218,"Métodologia Científica",7.3
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411168,"Programação II",5.3
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411181,"Laboratório de Programação II",7.3
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411170,"Teoria dos Grafos",8
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411176,"Gerência da Informação",7.1
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1305219,"Direito e Cidadania",8.7
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1305220,"Informática e Sociedade",9.5
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411192,"Sistemas Operacionais",7.2
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411196,"Inteligência Artificial I",8
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411197,"Aval. de Desempenho de Sistemas Discretos",7.5
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411188,"Métodos e Software Numéricos",7.5
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411184,"Lab. de Intercon. de Redes de Computadores",7.8
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411186,"Projeto em Computação II",8
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411187,"Análise e Técnica de Algoritmos",6.1
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411191,"Interconexão de Redes de Computadores",7.8
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411192,"Sistemas Operacionais",3.2
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411194,"Banco de Dados II",7.9
"e6ff41dd147a219350e7e27a1b5bde8d",2005,2,1411189,"Compiladores",5
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411183,"Laboratório de Engenharia de Software",9.1
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411187,"Análise e Técnica de Algoritmos",NA
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411191,"Interconexão de Redes de Computadores",8.2
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411184,"Lab. de Intercon. de Redes de Computadores",8.2
"179b5d38946142900a2cc1bb195a44a1",2005,1,1305220,"Informática e Sociedade",9
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411190,"Redes de Computadores",7.6
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411193,"Banco de Dados I",8.8
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411195,"Sistemas de Informação II",8.3
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411178,"Sistemas de Informação I",8.3
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411173,"Lógica Matemática",9.4
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411169,"Paradigmas de Ling. de Programação",9
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411182,"Lab. de Org. e Arquitetura de Computadores",8.8
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411177,"Engenharia de Software I",8.6
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411175,"Org. e Arquitetura de Computadores I",7.5
"179b5d38946142900a2cc1bb195a44a1",2005,1,1114114,"Métodos Estatisticos",8.3
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411187,"Análise e Técnica de Algoritmos",7
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411194,"Banco de Dados II",8.1
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411185,"Projeto em Computação I",8.5
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411189,"Compiladores",8.7
"179b5d38946142900a2cc1bb195a44a1",2005,1,1305219,"Direito e Cidadania",10
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411174,"Introdução à Computação",7.4
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411167,"Programação I",7.3
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411180,"Laboratório de Programação I",8.5
"179b5d38946142900a2cc1bb195a44a1",2005,1,1307151,"Leitura e Produção de Textos",9
"179b5d38946142900a2cc1bb195a44a1",2005,1,1109103,"Cálculo Diferencial e Integral I",7.8
"179b5d38946142900a2cc1bb195a44a1",2005,1,1109035,"Álgebra Vetorial e Geometria Analítica",8.5
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411170,"Teoria dos Grafos",9.3
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411168,"Programação II",9.4
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411181,"Laboratório de Programação II",9.4
"179b5d38946142900a2cc1bb195a44a1",2005,1,1108089,"Fundamentos de Física Clássica",8.3
"179b5d38946142900a2cc1bb195a44a1",2005,1,1109113,"Matemática Discreta",7.2
"179b5d38946142900a2cc1bb195a44a1",2005,1,1305218,"Métodologia Científica",8.8
"179b5d38946142900a2cc1bb195a44a1",2005,1,1114107,"Probabilidade e Estatistica",8.5
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411171,"Teoria da Computação",7.3
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411172,"Estrutura de Dados e Algoritmos",7.1
"179b5d38946142900a2cc1bb195a44a1",2005,1,1108090,"Fundamentos de Física Moderna",10
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411176,"Gerência da Informação",8.1
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.3
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411196,"Inteligência Artificial I",9.2
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411186,"Projeto em Computação II",9.2
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411192,"Sistemas Operacionais",8.3
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411197,"Aval. de Desempenho de Sistemas Discretos",8.7
"179b5d38946142900a2cc1bb195a44a1",2005,1,1411188,"Métodos e Software Numéricos",9
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411168,"Programação II",7.1
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411173,"Lógica Matemática",5.7
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411168,"Programação II",3.4
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1114114,"Métodos Estatisticos",6
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411171,"Teoria da Computação",5.8
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1114107,"Probabilidade e Estatistica",6.2
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1108090,"Fundamentos de Física Moderna",8.3
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411176,"Gerência da Informação",8.1
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411181,"Laboratório de Programação II",8.5
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411168,"Programação II",3
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1305220,"Informática e Sociedade",8.5
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411170,"Teoria dos Grafos",7
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411177,"Engenharia de Software I",7.1
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411178,"Sistemas de Informação I",6.4
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411174,"Introdução à Computação",8.7
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1109103,"Cálculo Diferencial e Integral I",7.5
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411167,"Programação I",3.3
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411180,"Laboratório de Programação I",3.1
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1307151,"Leitura e Produção de Textos",6.8
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1109035,"Álgebra Vetorial e Geometria Analítica",7.2
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1108089,"Fundamentos de Física Clássica",8.6
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1109113,"Matemática Discreta",9.1
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411167,"Programação I",5.6
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1305218,"Métodologia Científica",9.2
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411180,"Laboratório de Programação I",5.2
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411172,"Estrutura de Dados e Algoritmos",7.2
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",5
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411195,"Sistemas de Informação II",5.7
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4.6
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411172,"Estrutura de Dados e Algoritmos",4.2
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411169,"Paradigmas de Ling. de Programação",9.2
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411175,"Org. e Arquitetura de Computadores I",6
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411182,"Lab. de Org. e Arquitetura de Computadores",5.4
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411187,"Análise e Técnica de Algoritmos",5.5
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411193,"Banco de Dados I",8
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411197,"Aval. de Desempenho de Sistemas Discretos",7.2
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411183,"Laboratório de Engenharia de Software",8
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411188,"Métodos e Software Numéricos",7.6
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411189,"Compiladores",5
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411190,"Redes de Computadores",7.3
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411194,"Banco de Dados II",4.2
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411185,"Projeto em Computação I",7.8
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411192,"Sistemas Operacionais",5.3
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1305219,"Direito e Cidadania",9
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411194,"Banco de Dados II",5.8
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411184,"Lab. de Intercon. de Redes de Computadores",7
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411186,"Projeto em Computação II",7.4
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411191,"Interconexão de Redes de Computadores",7
"71cbfb860a6934e8971c53f5b65434f0",2006,2,1411196,"Inteligência Artificial I",7.9
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411175,"Org. e Arquitetura de Computadores I",9.2
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411169,"Paradigmas de Ling. de Programação",8.8
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411182,"Lab. de Org. e Arquitetura de Computadores",7.3
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411173,"Lógica Matemática",8.1
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411193,"Banco de Dados I",5
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411195,"Sistemas de Informação II",7.7
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411172,"Estrutura de Dados e Algoritmos",7.8
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411178,"Sistemas de Informação I",8.4
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.6
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411171,"Teoria da Computação",6.5
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411177,"Engenharia de Software I",7.9
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1114114,"Métodos Estatisticos",7.7
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1114107,"Probabilidade e Estatistica",7.7
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1108090,"Fundamentos de Física Moderna",10
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411176,"Gerência da Informação",8.1
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411181,"Laboratório de Programação II",9.2
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411168,"Programação II",6.1
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1305220,"Informática e Sociedade",8.5
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411170,"Teoria dos Grafos",8.6
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411187,"Análise e Técnica de Algoritmos",5
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411194,"Banco de Dados II",7.1
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411190,"Redes de Computadores",8.4
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411174,"Introdução à Computação",7
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1109103,"Cálculo Diferencial e Integral I",7.6
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411167,"Programação I",4.3
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411180,"Laboratório de Programação I",6
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1307151,"Leitura e Produção de Textos",7.7
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1109035,"Álgebra Vetorial e Geometria Analítica",7
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411167,"Programação I",8.5
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1108089,"Fundamentos de Física Clássica",8.5
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1109113,"Matemática Discreta",9.1
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1305218,"Métodologia Científica",9
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411183,"Laboratório de Engenharia de Software",8.4
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411184,"Lab. de Intercon. de Redes de Computadores",8.6
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411188,"Métodos e Software Numéricos",8.5
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411191,"Interconexão de Redes de Computadores",8.6
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411192,"Sistemas Operacionais",5.9
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1305219,"Direito e Cidadania",9
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411185,"Projeto em Computação I",8.8
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411189,"Compiladores",5
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411196,"Inteligência Artificial I",8.7
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411197,"Aval. de Desempenho de Sistemas Discretos",8.5
"eedd2b3f276a26022100cf9ff4e8af72",2006,1,1411186,"Projeto em Computação II",9
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411183,"Laboratório de Engenharia de Software",8.3
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411189,"Compiladores",7
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1305220,"Informática e Sociedade",9.3
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411190,"Redes de Computadores",7
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411187,"Análise e Técnica de Algoritmos",7.1
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411193,"Banco de Dados I",7.2
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411177,"Engenharia de Software I",8.2
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411182,"Lab. de Org. e Arquitetura de Computadores",9.4
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411195,"Sistemas de Informação II",9.1
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411169,"Paradigmas de Ling. de Programação",8.7
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1114114,"Métodos Estatisticos",7.8
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411173,"Lógica Matemática",9
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411175,"Org. e Arquitetura de Computadores I",7.2
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1305219,"Direito e Cidadania",9.5
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1114114,"Métodos Estatisticos",NA
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411171,"Teoria da Computação",8.8
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411172,"Estrutura de Dados e Algoritmos",8.8
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411177,"Engenharia de Software I",NA
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411178,"Sistemas de Informação I",7.5
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.2
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411192,"Sistemas Operacionais",7.7
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411191,"Interconexão de Redes de Computadores",7.8
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411184,"Lab. de Intercon. de Redes de Computadores",7.8
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411194,"Banco de Dados II",7.4
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411174,"Introdução à Computação",8.9
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1109103,"Cálculo Diferencial e Integral I",10
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411167,"Programação I",9.3
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411180,"Laboratório de Programação I",9.5
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1307151,"Leitura e Produção de Textos",9.7
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411196,"Inteligência Artificial I",8.2
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1109035,"Álgebra Vetorial e Geometria Analítica",8.8
