"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","MAT_MEDIA_FINAL"
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1108089,"Fundamentos de Física Clássica",5.5
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1114107,"Probabilidade e Estatistica",7
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411170,"Teoria dos Grafos",8.5
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411181,"Laboratório de Programação II",9.1
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411176,"Gerência da Informação",7.4
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1108090,"Fundamentos de Física Moderna",7.8
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1305218,"Métodologia Científica",7.2
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1109113,"Matemática Discreta",7.6
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411168,"Programação II",8.4
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411185,"Projeto em Computação I",9.3
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411188,"Métodos e Software Numéricos",7
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411197,"Aval. de Desempenho de Sistemas Discretos",7.1
"87bbe38fda6d75142e15a8e335a95cd7",2005,1,1411186,"Projeto em Computação II",8.9
"4efabbf5986973079ef560a8de5f6540",2005,2,1411193,"Banco de Dados I",3.8
"4efabbf5986973079ef560a8de5f6540",2005,2,1411187,"Análise e Técnica de Algoritmos",3.6
"4efabbf5986973079ef560a8de5f6540",2005,2,1305220,"Informática e Sociedade",8.3
"4efabbf5986973079ef560a8de5f6540",2005,2,1411190,"Redes de Computadores",5.1
"4efabbf5986973079ef560a8de5f6540",2005,2,1411195,"Sistemas de Informação II",8.2
"4efabbf5986973079ef560a8de5f6540",2005,2,1411175,"Org. e Arquitetura de Computadores I",7
"4efabbf5986973079ef560a8de5f6540",2005,2,1411177,"Engenharia de Software I",7.5
"4efabbf5986973079ef560a8de5f6540",2005,2,1411182,"Lab. de Org. e Arquitetura de Computadores",8
"4efabbf5986973079ef560a8de5f6540",2005,2,1114114,"Métodos Estatisticos",7.1
"4efabbf5986973079ef560a8de5f6540",2005,2,1411169,"Paradigmas de Ling. de Programação",6.8
"4efabbf5986973079ef560a8de5f6540",2005,2,1411173,"Lógica Matemática",6.8
"4efabbf5986973079ef560a8de5f6540",2005,2,1411178,"Sistemas de Informação I",7.2
"4efabbf5986973079ef560a8de5f6540",2005,2,1114107,"Probabilidade e Estatistica",6
"4efabbf5986973079ef560a8de5f6540",2005,2,1108090,"Fundamentos de Física Moderna",6
"4efabbf5986973079ef560a8de5f6540",2005,2,1411171,"Teoria da Computação",6
"4efabbf5986973079ef560a8de5f6540",2005,2,1411172,"Estrutura de Dados e Algoritmos",6.3
"4efabbf5986973079ef560a8de5f6540",2005,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",7
"4efabbf5986973079ef560a8de5f6540",2005,2,1411176,"Gerência da Informação",5.8
"4efabbf5986973079ef560a8de5f6540",2005,2,1411187,"Análise e Técnica de Algoritmos",5.9
"4efabbf5986973079ef560a8de5f6540",2005,2,1411183,"Laboratório de Engenharia de Software",8.7
"4efabbf5986973079ef560a8de5f6540",2005,2,1305219,"Direito e Cidadania",9.1
"4efabbf5986973079ef560a8de5f6540",2005,2,1411174,"Introdução à Computação",6.2
"4efabbf5986973079ef560a8de5f6540",2005,2,1109103,"Cálculo Diferencial e Integral I",7.5
"4efabbf5986973079ef560a8de5f6540",2005,2,1411167,"Programação I",5.4
"4efabbf5986973079ef560a8de5f6540",2005,2,1411180,"Laboratório de Programação I",6.5
"4efabbf5986973079ef560a8de5f6540",2005,2,1307151,"Leitura e Produção de Textos",6
"4efabbf5986973079ef560a8de5f6540",2005,2,1109035,"Álgebra Vetorial e Geometria Analítica",8.2
"4efabbf5986973079ef560a8de5f6540",2005,2,1109113,"Matemática Discreta",8.4
"4efabbf5986973079ef560a8de5f6540",2005,2,1411168,"Programação II",7.1
"4efabbf5986973079ef560a8de5f6540",2005,2,1411170,"Teoria dos Grafos",7.8
"4efabbf5986973079ef560a8de5f6540",2005,2,1108089,"Fundamentos de Física Clássica",5.7
"4efabbf5986973079ef560a8de5f6540",2005,2,1411181,"Laboratório de Programação II",8.9
"4efabbf5986973079ef560a8de5f6540",2005,2,1305218,"Métodologia Científica",8.8
"4efabbf5986973079ef560a8de5f6540",2005,2,1411193,"Banco de Dados I",6.2
"4efabbf5986973079ef560a8de5f6540",2005,2,1411185,"Projeto em Computação I",7.4
"4efabbf5986973079ef560a8de5f6540",2005,2,1411188,"Métodos e Software Numéricos",7.2
"4efabbf5986973079ef560a8de5f6540",2005,2,1411192,"Sistemas Operacionais",7
"4efabbf5986973079ef560a8de5f6540",2005,2,1411194,"Banco de Dados II",7.3
"4efabbf5986973079ef560a8de5f6540",2005,2,1411197,"Aval. de Desempenho de Sistemas Discretos",8
"4efabbf5986973079ef560a8de5f6540",2005,2,1411189,"Compiladores",5
"4efabbf5986973079ef560a8de5f6540",2005,2,1411196,"Inteligência Artificial I",8.7
"4efabbf5986973079ef560a8de5f6540",2005,2,1411186,"Projeto em Computação II",6.8
"4efabbf5986973079ef560a8de5f6540",2005,2,1411184,"Lab. de Intercon. de Redes de Computadores",5.4
"4efabbf5986973079ef560a8de5f6540",2005,2,1411191,"Interconexão de Redes de Computadores",5.4
"460a7a577779b67570e044d09be30e2b",2006,1,1411190,"Redes de Computadores",7.3
"460a7a577779b67570e044d09be30e2b",2006,1,1411189,"Compiladores",NA
"460a7a577779b67570e044d09be30e2b",2006,1,1411195,"Sistemas de Informação II",8.2
"460a7a577779b67570e044d09be30e2b",2006,1,1411193,"Banco de Dados I",6.3
"460a7a577779b67570e044d09be30e2b",2006,1,1411187,"Análise e Técnica de Algoritmos",NA
"460a7a577779b67570e044d09be30e2b",2006,1,1411183,"Laboratório de Engenharia de Software",8.2
"460a7a577779b67570e044d09be30e2b",2006,1,1411177,"Engenharia de Software I",8.3
"460a7a577779b67570e044d09be30e2b",2006,1,1411178,"Sistemas de Informação I",7.4
"460a7a577779b67570e044d09be30e2b",2006,1,1411182,"Lab. de Org. e Arquitetura de Computadores",9.2
"460a7a577779b67570e044d09be30e2b",2006,1,1114114,"Métodos Estatisticos",8.7
"460a7a577779b67570e044d09be30e2b",2006,1,1411169,"Paradigmas de Ling. de Programação",8.3
"460a7a577779b67570e044d09be30e2b",2006,1,1411173,"Lógica Matemática",7
"460a7a577779b67570e044d09be30e2b",2006,1,1411175,"Org. e Arquitetura de Computadores I",6.4
"460a7a577779b67570e044d09be30e2b",2006,1,1411171,"Teoria da Computação",6.8
"460a7a577779b67570e044d09be30e2b",2006,1,1411172,"Estrutura de Dados e Algoritmos",5.4
"460a7a577779b67570e044d09be30e2b",2006,1,1108090,"Fundamentos de Física Moderna",10
"460a7a577779b67570e044d09be30e2b",2006,1,1411176,"Gerência da Informação",8.7
"460a7a577779b67570e044d09be30e2b",2006,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",5.5
"460a7a577779b67570e044d09be30e2b",2006,1,1114107,"Probabilidade e Estatistica",7
"460a7a577779b67570e044d09be30e2b",2006,1,1411187,"Análise e Técnica de Algoritmos",NA
"460a7a577779b67570e044d09be30e2b",2006,1,1305219,"Direito e Cidadania",9.5
"460a7a577779b67570e044d09be30e2b",2006,1,1411192,"Sistemas Operacionais",NA
"460a7a577779b67570e044d09be30e2b",2006,1,1305220,"Informática e Sociedade",9
"460a7a577779b67570e044d09be30e2b",2006,1,1411174,"Introdução à Computação",8
"460a7a577779b67570e044d09be30e2b",2006,1,1109103,"Cálculo Diferencial e Integral I",10
"460a7a577779b67570e044d09be30e2b",2006,1,1411167,"Programação I",8.6
"460a7a577779b67570e044d09be30e2b",2006,1,1411180,"Laboratório de Programação I",9.6
"460a7a577779b67570e044d09be30e2b",2006,1,1307151,"Leitura e Produção de Textos",8
"460a7a577779b67570e044d09be30e2b",2006,1,1109035,"Álgebra Vetorial e Geometria Analítica",9.2
"460a7a577779b67570e044d09be30e2b",2006,1,1109113,"Matemática Discreta",8.2
"460a7a577779b67570e044d09be30e2b",2006,1,1411168,"Programação II",8.3
"460a7a577779b67570e044d09be30e2b",2006,1,1411170,"Teoria dos Grafos",9
"460a7a577779b67570e044d09be30e2b",2006,1,1108089,"Fundamentos de Física Clássica",8.6
"460a7a577779b67570e044d09be30e2b",2006,1,1411181,"Laboratório de Programação II",9.4
"460a7a577779b67570e044d09be30e2b",2006,1,1305218,"Métodologia Científica",8.5
"460a7a577779b67570e044d09be30e2b",2006,1,1411184,"Lab. de Intercon. de Redes de Computadores",8.5
"460a7a577779b67570e044d09be30e2b",2006,1,1411187,"Análise e Técnica de Algoritmos",7
"460a7a577779b67570e044d09be30e2b",2006,1,1411191,"Interconexão de Redes de Computadores",8.5
"460a7a577779b67570e044d09be30e2b",2006,1,1411192,"Sistemas Operacionais",8.5
"460a7a577779b67570e044d09be30e2b",2006,1,1411185,"Projeto em Computação I",8.3
"460a7a577779b67570e044d09be30e2b",2006,1,1411189,"Compiladores",0
"460a7a577779b67570e044d09be30e2b",2006,1,1411197,"Aval. de Desempenho de Sistemas Discretos",7.5
"460a7a577779b67570e044d09be30e2b",2006,1,1411188,"Métodos e Software Numéricos",8
"460a7a577779b67570e044d09be30e2b",2006,1,1411196,"Inteligência Artificial I",7.9
"460a7a577779b67570e044d09be30e2b",2006,1,1411194,"Banco de Dados II",7.1
"460a7a577779b67570e044d09be30e2b",2006,1,1411186,"Projeto em Computação II",8
"460a7a577779b67570e044d09be30e2b",2006,1,1411189,"Compiladores",7.2
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411175,"Org. e Arquitetura de Computadores I",5.9
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411177,"Engenharia de Software I",7.2
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411182,"Lab. de Org. e Arquitetura de Computadores",8.7
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411187,"Análise e Técnica de Algoritmos",NA
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411193,"Banco de Dados I",5.9
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411195,"Sistemas de Informação II",7.8
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1114107,"Probabilidade e Estatistica",5.2
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411178,"Sistemas de Informação I",7.6
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1108090,"Fundamentos de Física Moderna",7.5
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411169,"Paradigmas de Ling. de Programação",5.7
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411173,"Lógica Matemática",6.8
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",7.9
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411171,"Teoria da Computação",5.3
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411172,"Estrutura de Dados e Algoritmos",7.2
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411176,"Gerência da Informação",7.9
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1305220,"Informática e Sociedade",8.5
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1114114,"Métodos Estatisticos",NA
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411183,"Laboratório de Engenharia de Software",9.1
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411190,"Redes de Computadores",5
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411187,"Análise e Técnica de Algoritmos",5
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411192,"Sistemas Operacionais",7.2
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411174,"Introdução à Computação",8
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1109103,"Cálculo Diferencial e Integral I",5
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411167,"Programação I",5.3
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411180,"Laboratório de Programação I",8.1
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1307151,"Leitura e Produção de Textos",6.4
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1109035,"Álgebra Vetorial e Geometria Analítica",5.6
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411168,"Programação II",7
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411181,"Laboratório de Programação II",9.2
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1109113,"Matemática Discreta",8.4
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1108089,"Fundamentos de Física Clássica",7.1
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411170,"Teoria dos Grafos",8.9
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1305218,"Métodologia Científica",8.2
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411194,"Banco de Dados II",6.5
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1114114,"Métodos Estatisticos",5.9
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411185,"Projeto em Computação I",7.8
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411189,"Compiladores",7.1
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411197,"Aval. de Desempenho de Sistemas Discretos",7
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411188,"Métodos e Software Numéricos",NA
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411186,"Projeto em Computação II",8.4
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411196,"Inteligência Artificial I",7.2
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411188,"Métodos e Software Numéricos",7.67
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411184,"Lab. de Intercon. de Redes de Computadores",5
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1411191,"Interconexão de Redes de Computadores",5
"5c747421564fe782e267f6ad8c94cc8f",2005,2,1305219,"Direito e Cidadania",7.5
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411183,"Laboratório de Engenharia de Software",8.3
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411187,"Análise e Técnica de Algoritmos",8
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411189,"Compiladores",7.5
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411190,"Redes de Computadores",8.2
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411194,"Banco de Dados II",8.5
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411169,"Paradigmas de Ling. de Programação",8.3
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411173,"Lógica Matemática",7.4
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411175,"Org. e Arquitetura de Computadores I",7
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411182,"Lab. de Org. e Arquitetura de Computadores",9.7
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411195,"Sistemas de Informação II",8.7
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411193,"Banco de Dados I",7.5
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",9.2
"670d274763208fef1905aeb05a0e4d1b",2004,2,1305219,"Direito e Cidadania",NA
"670d274763208fef1905aeb05a0e4d1b",2004,2,1114114,"Métodos Estatisticos",5.3
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411171,"Teoria da Computação",8.3
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411172,"Estrutura de Dados e Algoritmos",9
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411177,"Engenharia de Software I",7.6
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411178,"Sistemas de Informação I",8.2
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411188,"Métodos e Software Numéricos",8.5
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411191,"Interconexão de Redes de Computadores",7.8
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411192,"Sistemas Operacionais",1.6
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411184,"Lab. de Intercon. de Redes de Computadores",7.8
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411185,"Projeto em Computação I",7.9
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411196,"Inteligência Artificial I",8.6
"670d274763208fef1905aeb05a0e4d1b",2004,2,1305220,"Informática e Sociedade",9
"670d274763208fef1905aeb05a0e4d1b",2004,2,1114107,"Probabilidade e Estatistica",5.2
"670d274763208fef1905aeb05a0e4d1b",2004,2,1109035,"Álgebra Vetorial e Geometria Analítica",5.2
"670d274763208fef1905aeb05a0e4d1b",2004,2,1109103,"Cálculo Diferencial e Integral I",6.3
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411174,"Introdução à Computação",9.7
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411167,"Programação I",8.7
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411180,"Laboratório de Programação I",9.6
"670d274763208fef1905aeb05a0e4d1b",2004,2,1307151,"Leitura e Produção de Textos",6.1
"670d274763208fef1905aeb05a0e4d1b",2004,2,1108089,"Fundamentos de Física Clássica",6
"670d274763208fef1905aeb05a0e4d1b",2004,2,1305218,"Métodologia Científica",8.3
"670d274763208fef1905aeb05a0e4d1b",2004,2,1109113,"Matemática Discreta",9.1
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411168,"Programação II",8.3
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411170,"Teoria dos Grafos",8.8
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411181,"Laboratório de Programação II",9.7
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411176,"Gerência da Informação",7.5
"670d274763208fef1905aeb05a0e4d1b",2004,2,1108090,"Fundamentos de Física Moderna",8.3
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411186,"Projeto em Computação II",8.5
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411192,"Sistemas Operacionais",7.1
"670d274763208fef1905aeb05a0e4d1b",2004,2,1411197,"Aval. de Desempenho de Sistemas Discretos",7.8
"670d274763208fef1905aeb05a0e4d1b",2004,2,1305219,"Direito e Cidadania",7.5
"00960ff73dd29b59f4432072c2219c04",2006,2,1108090,"Fundamentos de Física Moderna",5.5
"00960ff73dd29b59f4432072c2219c04",2006,2,1411171,"Teoria da Computação",6.4
"00960ff73dd29b59f4432072c2219c04",2006,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",2.7
"00960ff73dd29b59f4432072c2219c04",2006,2,1411172,"Estrutura de Dados e Algoritmos",3.8
"00960ff73dd29b59f4432072c2219c04",2006,2,1114107,"Probabilidade e Estatistica",5.9
"00960ff73dd29b59f4432072c2219c04",2006,2,1411172,"Estrutura de Dados e Algoritmos",3.9
"00960ff73dd29b59f4432072c2219c04",2006,2,1108090,"Fundamentos de Física Moderna",4.4
"00960ff73dd29b59f4432072c2219c04",2006,2,1114107,"Probabilidade e Estatistica",0.5
"00960ff73dd29b59f4432072c2219c04",2006,2,1411178,"Sistemas de Informação I",5.9
"00960ff73dd29b59f4432072c2219c04",2006,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4.2
"00960ff73dd29b59f4432072c2219c04",2006,2,1411171,"Teoria da Computação",3.2
"00960ff73dd29b59f4432072c2219c04",2006,2,1411168,"Programação II",5.6
"00960ff73dd29b59f4432072c2219c04",2006,2,1411181,"Laboratório de Programação II",8.1
"00960ff73dd29b59f4432072c2219c04",2006,2,1411176,"Gerência da Informação",8.1
"00960ff73dd29b59f4432072c2219c04",2006,2,1109113,"Matemática Discreta",5.3
"00960ff73dd29b59f4432072c2219c04",2006,2,1411170,"Teoria dos Grafos",7.9
"00960ff73dd29b59f4432072c2219c04",2006,2,1411173,"Lógica Matemática",5.5
"00960ff73dd29b59f4432072c2219c04",2006,2,1411177,"Engenharia de Software I",7.8
"00960ff73dd29b59f4432072c2219c04",2006,2,1411195,"Sistemas de Informação II",NA
"00960ff73dd29b59f4432072c2219c04",2006,2,1411174,"Introdução à Computação",3.7
"00960ff73dd29b59f4432072c2219c04",2006,2,1411180,"Laboratório de Programação I",3.8
"00960ff73dd29b59f4432072c2219c04",2006,2,1307151,"Leitura e Produção de Textos",6.5
"00960ff73dd29b59f4432072c2219c04",2006,2,1411167,"Programação I",3
"00960ff73dd29b59f4432072c2219c04",2006,2,1109035,"Álgebra Vetorial e Geometria Analítica",5.6
"00960ff73dd29b59f4432072c2219c04",2006,2,1109103,"Cálculo Diferencial e Integral I",7
"00960ff73dd29b59f4432072c2219c04",2006,2,1411174,"Introdução à Computação",7.5
"00960ff73dd29b59f4432072c2219c04",2006,2,1108089,"Fundamentos de Física Clássica",7
"00960ff73dd29b59f4432072c2219c04",2006,2,1305218,"Métodologia Científica",5.1
"00960ff73dd29b59f4432072c2219c04",2006,2,1411167,"Programação I",7.3
"00960ff73dd29b59f4432072c2219c04",2006,2,1411180,"Laboratório de Programação I",8.5
"00960ff73dd29b59f4432072c2219c04",2006,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",5
"00960ff73dd29b59f4432072c2219c04",2006,2,1411183,"Laboratório de Engenharia de Software",5.9
"00960ff73dd29b59f4432072c2219c04",2006,2,1411172,"Estrutura de Dados e Algoritmos",7
"00960ff73dd29b59f4432072c2219c04",2006,2,1114114,"Métodos Estatisticos",5
"00960ff73dd29b59f4432072c2219c04",2006,2,1411193,"Banco de Dados I",5.4
"00960ff73dd29b59f4432072c2219c04",2006,2,1411187,"Análise e Técnica de Algoritmos",3
"00960ff73dd29b59f4432072c2219c04",2006,2,1305220,"Informática e Sociedade",8.8
"00960ff73dd29b59f4432072c2219c04",2006,2,1411195,"Sistemas de Informação II",8.3
"00960ff73dd29b59f4432072c2219c04",2006,2,1411169,"Paradigmas de Ling. de Programação",7.4
"00960ff73dd29b59f4432072c2219c04",2006,2,1411175,"Org. e Arquitetura de Computadores I",7.5
"00960ff73dd29b59f4432072c2219c04",2006,2,1411182,"Lab. de Org. e Arquitetura de Computadores",7.6
"00960ff73dd29b59f4432072c2219c04",2006,2,1411187,"Análise e Técnica de Algoritmos",7
"00960ff73dd29b59f4432072c2219c04",2006,2,1411189,"Compiladores",7
"00960ff73dd29b59f4432072c2219c04",2006,2,1411190,"Redes de Computadores",6.2
"00960ff73dd29b59f4432072c2219c04",2006,2,1411194,"Banco de Dados II",5.2
"00960ff73dd29b59f4432072c2219c04",2006,2,1411197,"Aval. de Desempenho de Sistemas Discretos",6.5
"00960ff73dd29b59f4432072c2219c04",2006,2,1411184,"Lab. de Intercon. de Redes de Computadores",7.7
"00960ff73dd29b59f4432072c2219c04",2006,2,1411185,"Projeto em Computação I",7.8
"00960ff73dd29b59f4432072c2219c04",2006,2,1411191,"Interconexão de Redes de Computadores",7.7
"00960ff73dd29b59f4432072c2219c04",2006,2,1411192,"Sistemas Operacionais",6.6
"00960ff73dd29b59f4432072c2219c04",2006,2,1305219,"Direito e Cidadania",9
"00960ff73dd29b59f4432072c2219c04",2006,2,1411196,"Inteligência Artificial I",7.1
"00960ff73dd29b59f4432072c2219c04",2006,2,1411186,"Projeto em Computação II",7.4
"00960ff73dd29b59f4432072c2219c04",2006,2,1411188,"Métodos e Software Numéricos",7.6
"59e37a539dddf3de9652eeb1bb027114",2006,1,1114107,"Probabilidade e Estatistica",5.7
"59e37a539dddf3de9652eeb1bb027114",2006,1,1411187,"Análise e Técnica de Algoritmos",7.3
"59e37a539dddf3de9652eeb1bb027114",2006,1,1108090,"Fundamentos de Física Moderna",5.4
"59e37a539dddf3de9652eeb1bb027114",2006,1,1411195,"Sistemas de Informação II",7.9
"59e37a539dddf3de9652eeb1bb027114",2006,1,1411193,"Banco de Dados I",5.6
"59e37a539dddf3de9652eeb1bb027114",2006,1,1108089,"Fundamentos de Física Clássica",5.2
"59e37a539dddf3de9652eeb1bb027114",2006,1,1411169,"Paradigmas de Ling. de Programação",7.2
